PRE_B,251.784,100.04900000000004,760.0,0,set(['compose-post-service']),VM9_50p,set(['media-service']),VM1_50p,"set(['social-graph-service', 'user-timeline-service', 'unique-id-service', 'text-service'])",VM1_50p,"set(['url-shorten-service', 'home-timeline-service', 'user-mention-service'])",VM4_50p,"set([u'write-home-timeline-service', u'post-storage-service', u'user-service'])",VM2_50p
S_B,251.42399999999998,110.22380000000007,760.0,0,"set([u'social-graph-service', u'user-timeline-service', u'unique-id-service', u'text-service'])",VM1_50p,"set(['home-timeline-service', 'user-mention-service'])",VM3_50p,"set(['write-home-timeline-service', 'post-storage-service', 'user-service'])",VM2_50p,"set(['url-shorten-service', 'media-service'])",VM3_50p,set([u'compose-post-service']),VM9_50p
S_B,248.03999999999996,109.25380000000007,750.0,0,"set(['social-graph-service', 'user-timeline-service', 'unique-id-service', 'text-service'])",VM1_50p,"set(['home-timeline-service', 'user-mention-service'])",VM3_50p,"set(['write-home-timeline-service', 'post-storage-service', 'user-service'])",VM2_50p,"set(['url-shorten-service', 'compose-post-service'])",VM10_50p,set([u'media-service']),VM1_50p
PRE_B,257.03999999999996,102.00140000000005,770.0,0,"set(['social-graph-service', 'user-timeline-service', 'unique-id-service', 'text-service'])",VM1_50p,"set(['user-mention-service', 'media-service'])",VM3_50p,"set(['post-storage-service', 'write-home-timeline-service'])",VM1_50p,"set(['home-timeline-service', 'user-service'])",VM3_50p,"set([u'url-shorten-service', u'compose-post-service'])",VM10_50p
S_B,251.42400000000004,102.21450000000007,710.0,0,"set(['write-home-timeline-service', 'user-service'])",VM2_50p,"set(['social-graph-service', 'user-timeline-service', 'text-service', 'post-storage-service'])",VM1_50p,"set(['unique-id-service', 'url-shorten-service', 'media-service'])",VM3_50p,set(['compose-post-service']),VM9_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
S_B,248.03999999999996,103.07410000000007,710.0,0,"set([u'social-graph-service', u'user-timeline-service', u'unique-id-service', u'write-home-timeline-service'])",VM1_50p,"set([u'text-service', u'post-storage-service'])",VM1_50p,"set([u'url-shorten-service', u'compose-post-service', u'media-service'])",VM10_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p,set([u'user-service']),VM2_50p
S_B,248.03999999999996,120.01550000000007,830.0,0,set([u'write-home-timeline-service']),VM1_50p,"set([u'user-timeline-service', u'unique-id-service', u'text-service', u'post-storage-service'])",VM1_50p,"set([u'url-shorten-service', u'compose-post-service', u'media-service'])",VM10_50p,"set([u'social-graph-service', u'user-service'])",VM2_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
S_B,238.67999999999998,141.60039999999995,970.0,0,"set([u'social-graph-service', u'user-timeline-service', u'text-service', u'post-storage-service', u'write-home-timeline-service'])",VM1_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p,"set([u'url-shorten-service', u'compose-post-service', u'media-service'])",VM10_50p,"set([u'unique-id-service', u'user-service'])",VM3_50p
PRE_B,251.42399999999998,150.11699999999962,1080.0,0,"set([u'social-graph-service', u'user-timeline-service', u'text-service', u'post-storage-service', u'write-home-timeline-service'])",VM1_50p,"set([u'unique-id-service', u'url-shorten-service', u'media-service'])",VM3_50p,set([u'compose-post-service']),VM9_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p,set([u'user-service']),VM2_50p
PRE_B,248.03999999999996,149.99619999999962,1080.0,0,set(['unique-id-service']),VM1_50p,"set(['social-graph-service', 'user-timeline-service', 'text-service', 'post-storage-service', 'write-home-timeline-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set(['home-timeline-service', 'user-mention-service'])",VM3_50p,set([u'user-service']),VM2_50p
PRE_B,248.40000000000003,149.99619999999962,1080.0,0,"set(['write-home-timeline-service', 'user-service'])",VM2_50p,"set(['social-graph-service', 'user-timeline-service', 'text-service', 'post-storage-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set([u'unique-id-service', u'home-timeline-service', u'user-mention-service'])",VM4_50p
S_B,238.67999999999998,141.60039999999995,970.0,0,"set(['home-timeline-service', 'user-mention-service'])",VM3_50p,"set(['social-graph-service', 'user-timeline-service', 'text-service', 'post-storage-service', 'write-home-timeline-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set([u'unique-id-service', u'user-service'])",VM3_50p
PRE_B,248.03999999999996,149.99619999999962,1080.0,0,"set(['home-timeline-service', 'user-mention-service'])",VM3_50p,"set(['social-graph-service', 'user-timeline-service', 'text-service', 'post-storage-service', 'write-home-timeline-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,set(['unique-id-service']),VM1_50p,set([u'user-service']),VM2_50p
S_B,248.03999999999996,141.60039999999995,970.0,0,"set(['social-graph-service', 'user-timeline-service', 'text-service', 'post-storage-service', 'write-home-timeline-service'])",VM1_50p,set(['unique-id-service']),VM1_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set(['home-timeline-service', 'user-mention-service'])",VM3_50p,set([u'user-service']),VM2_50p
PRE_B,248.03999999999996,149.99619999999962,1080.0,0,"set(['user-timeline-service', 'unique-id-service'])",VM1_50p,"set(['social-graph-service', 'post-storage-service', 'text-service', 'write-home-timeline-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set(['home-timeline-service', 'user-mention-service'])",VM3_50p,set([u'user-service']),VM2_50p
PRE_B,248.03999999999996,149.99619999999962,1080.0,0,"set(['social-graph-service', 'user-timeline-service', 'text-service', 'post-storage-service', 'write-home-timeline-service'])",VM1_50p,"set(['home-timeline-service', 'user-mention-service'])",VM3_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,set(['user-service']),VM2_50p,set([u'unique-id-service']),VM1_50p
S_B,238.67999999999998,141.60039999999995,970.0,0,"set(['text-service', 'user-mention-service'])",VM3_50p,"set(['social-graph-service', 'user-timeline-service', 'unique-id-service', 'post-storage-service', 'write-home-timeline-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set([u'home-timeline-service', u'user-service'])",VM3_50p
PRE_B,248.03999999999996,149.99619999999962,1080.0,0,"set(['text-service', 'post-storage-service'])",VM1_50p,"set(['social-graph-service', 'user-timeline-service', 'unique-id-service', 'write-home-timeline-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set(['home-timeline-service', 'user-mention-service'])",VM3_50p,set([u'user-service']),VM2_50p
S_B,248.03999999999996,141.60039999999995,970.0,0,"set(['social-graph-service', 'user-timeline-service', 'text-service', 'post-storage-service', 'write-home-timeline-service'])",VM1_50p,"set(['home-timeline-service', 'user-mention-service'])",VM3_50p,set(['user-service']),VM2_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,set([u'unique-id-service']),VM1_50p
PRE_B,251.42399999999998,150.11699999999962,1080.0,0,"set([u'social-graph-service', u'user-timeline-service', u'text-service', u'post-storage-service', u'write-home-timeline-service'])",VM1_50p,"set([u'unique-id-service', u'url-shorten-service', u'media-service'])",VM3_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p,set([u'compose-post-service']),VM9_50p,set([u'user-service']),VM2_50p
PRE_B,251.42399999999998,47.53350000000012,420.0,0,"set([u'post-storage-service', u'compose-post-service'])",VM9_50p,"set([u'url-shorten-service', u'media-service'])",VM3_50p,"set([u'social-graph-service', u'user-timeline-service', u'unique-id-service', u'text-service', u'write-home-timeline-service'])",VM1_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p,set([u'user-service']),VM2_50p
KUBEO_B,238.67999999999998,44.308399999999935,520.0,0,"set(['social-graph-service', 'user-timeline-service', 'text-service', 'post-storage-service', 'write-home-timeline-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set(['unique-id-service', 'user-service'])",VM3_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
KUBEO_B,238.67999999999998,44.308399999999935,520.0,0,"set(['social-graph-service', 'user-timeline-service', 'text-service', 'post-storage-service', 'write-home-timeline-service'])",VM1_50p,"set(['home-timeline-service', 'user-mention-service'])",VM3_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set([u'unique-id-service', u'user-service'])",VM3_50p
KUBEO_B,229.68,44.308399999999935,520.0,0,"set(['post-storage-service', 'user-service'])",VM2_50p,"set(['social-graph-service', 'user-timeline-service', 'unique-id-service', 'text-service', 'write-home-timeline-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
KUBEO_B,238.67999999999998,44.308399999999935,520.0,0,"set(['social-graph-service', 'user-timeline-service', 'text-service', 'post-storage-service', 'write-home-timeline-service'])",VM1_50p,"set(['unique-id-service', 'user-service'])",VM3_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
KUBEO_B,238.67999999999998,44.308399999999935,520.0,0,"set(['social-graph-service', 'user-timeline-service', 'text-service', 'post-storage-service', 'write-home-timeline-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set(['home-timeline-service', 'user-mention-service'])",VM3_50p,"set([u'unique-id-service', u'user-service'])",VM3_50p
KUBEO_B,229.68,44.308399999999935,520.0,0,"set(['post-storage-service', 'user-service'])",VM2_50p,"set(['social-graph-service', 'user-timeline-service', 'unique-id-service', 'text-service', 'write-home-timeline-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
PRE_B,251.42399999999998,47.53350000000012,420.0,0,"set(['home-timeline-service', 'user-mention-service'])",VM3_50p,"set(['social-graph-service', 'user-service'])",VM2_50p,"set(['user-timeline-service', 'post-storage-service', 'unique-id-service', 'text-service', 'write-home-timeline-service'])",VM1_50p,"set(['url-shorten-service', 'media-service'])",VM3_50p,set([u'compose-post-service']),VM9_50p
PRE_B,251.42399999999998,47.53350000000012,420.0,0,"set(['post-storage-service', 'user-service'])",VM2_50p,"set(['social-graph-service', 'user-timeline-service', 'unique-id-service', 'text-service', 'write-home-timeline-service'])",VM1_50p,"set(['url-shorten-service', 'media-service'])",VM3_50p,"set(['home-timeline-service', 'user-mention-service'])",VM3_50p,set([u'compose-post-service']),VM9_50p
PRE_B,251.42399999999998,47.53350000000012,420.0,0,"set(['write-home-timeline-service', 'user-service'])",VM2_50p,"set(['social-graph-service', 'user-timeline-service', 'unique-id-service', 'post-storage-service'])",VM1_50p,"set(['text-service', 'home-timeline-service', 'user-mention-service'])",VM3_50p,"set(['url-shorten-service', 'media-service'])",VM3_50p,set([u'compose-post-service']),VM9_50p
PRE_B,251.42399999999998,47.53350000000012,420.0,0,"set(['post-storage-service', 'user-service'])",VM2_50p,"set(['social-graph-service', 'user-timeline-service', 'unique-id-service', 'text-service', 'write-home-timeline-service'])",VM1_50p,"set(['url-shorten-service', 'media-service'])",VM3_50p,"set(['home-timeline-service', 'user-mention-service'])",VM3_50p,set([u'compose-post-service']),VM9_50p
KUBERO1_B,238.67999999999998,43.862799999999936,520.0,0,"set([u'social-graph-service', u'user-timeline-service', u'text-service', u'post-storage-service', u'write-home-timeline-service'])",VM1_50p,"set([u'url-shorten-service', u'compose-post-service', u'media-service'])",VM10_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p,"set([u'unique-id-service', u'user-service'])",VM3_50p
KUBERO1_B,248.03999999999996,42.412499999999916,490.0,0,"set([u'social-graph-service', u'user-timeline-service', u'text-service', u'post-storage-service', u'write-home-timeline-service'])",VM1_50p,"set(['home-timeline-service', 'user-mention-service'])",VM3_50p,set(['user-service']),VM2_50p,set(['unique-id-service']),VM1_50p,"set([u'url-shorten-service', u'compose-post-service', u'media-service'])",VM10_50p
KUBERO1_B,238.67999999999998,20.76269999999999,230.0,0,"set([u'user-timeline-service', u'post-storage-service', u'text-service', u'write-home-timeline-service'])",VM1_50p,"set([u'url-shorten-service', u'compose-post-service', u'media-service'])",VM10_50p,"set([u'social-graph-service', u'home-timeline-service', u'user-mention-service'])",VM3_50p,"set([u'unique-id-service', u'user-service'])",VM3_50p
KUBERO1_B,238.67999999999998,20.76269999999999,230.0,0,"set(['user-timeline-service', 'post-storage-service', 'text-service', 'write-home-timeline-service'])",VM1_50p,"set(['social-graph-service', 'unique-id-service', 'user-service'])",VM3_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
KUBERO1_B,238.67999999999998,20.76269999999999,230.0,0,"set(['user-timeline-service', 'post-storage-service', 'text-service', 'write-home-timeline-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set(['social-graph-service', 'home-timeline-service', 'user-mention-service'])",VM3_50p,"set([u'unique-id-service', u'user-service'])",VM3_50p
KUBERO1_B,238.67999999999998,20.76269999999999,230.0,0,"set(['user-timeline-service', 'post-storage-service', 'text-service', 'write-home-timeline-service'])",VM1_50p,"set(['social-graph-service', 'unique-id-service', 'user-service'])",VM3_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
KUBERO1_B,238.67999999999998,20.76269999999999,230.0,0,"set(['user-timeline-service', 'post-storage-service', 'text-service', 'write-home-timeline-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set(['social-graph-service', 'home-timeline-service', 'user-mention-service'])",VM3_50p,"set([u'unique-id-service', u'user-service'])",VM3_50p
S_B,266.4,21.074399999999986,210.0,0,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p,"set([u'post-storage-service', u'user-service'])",VM2_50p,"set([u'social-graph-service', u'media-service'])",VM1_50p,"set([u'user-timeline-service', u'text-service'])",VM1_50p,"set([u'url-shorten-service', u'compose-post-service'])",VM10_50p,"set([u'unique-id-service', u'write-home-timeline-service'])",VM1_50p
S_B,398.3039999999999,1.4499000000000002,30.0,0,set(['url-shorten-service']),VM3_50p,set(['home-timeline-service']),VM3_50p,set(['social-graph-service']),VM1_50p,set(['user-service']),VM2_50p,set(['unique-id-service']),VM1_50p,set(['text-service']),VM1_50p,set(['user-timeline-service']),VM1_50p,set(['user-mention-service']),VM3_50p,set(['media-service']),VM1_50p,set(['compose-post-service']),VM9_50p,set(['write-home-timeline-service']),VM1_50p,set([u'post-storage-service']),VM1_50p
KUBERO1_B,238.67999999999998,20.788199999999993,230.0,0,"set(['user-timeline-service', 'post-storage-service', 'text-service', 'write-home-timeline-service'])",VM1_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set(['social-graph-service', 'unique-id-service', 'user-service'])",VM3_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
KUBERO1C2_B,238.03999999999996,100.15570000000014,690.0,0,"set([u'user-timeline-service', u'text-service', u'write-home-timeline-service'])",VM1_50p,"set([u'social-graph-service', u'unique-id-service', u'post-storage-service'])",VM1_50p,"set([u'url-shorten-service', u'compose-post-service', u'media-service'])",VM10_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p,set([u'user-service']),VM2_50p
KUBERO1C1_B,238.67999999999998,20.788199999999993,230.0,0,"set(['user-timeline-service', 'post-storage-service', 'text-service', 'write-home-timeline-service'])",VM1_50p,"set(['social-graph-service', 'unique-id-service', 'user-service'])",VM3_50p,"set(['url-shorten-service', 'compose-post-service', 'media-service'])",VM10_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
S_N,248.03999999999996,150.09159999999918,1460.0,0,"set([u'write-home-timeline-service', u'user-service'])",VM2_50p,"set([u'social-graph-service', u'text-service', u'post-storage-service'])",VM1_50p,"set([u'user-timeline-service', u'unique-id-service'])",VM1_50p,"set([u'url-shorten-service', u'compose-post-service', u'media-service'])",VM10_50p,"set([u'home-timeline-service', u'user-mention-service'])",VM3_50p
